order	family	Genus	species	mass(g)	gestation(mo)	newborn(g)	weaning(mo)	wean mass(g)	AFR(mo)	max. life(mo)	litter size	litters/year	refs
Rodentia	Muridae	Gerbillus	nanus	18.50	0.72	-999.00	-999.00	-999.00	-999.00	-999	5.00	3.00	"1,16,29"
Rodentia	Muridae	Gerbillus	pyramidum	37.00	0.95	2.55	0.92	11.00	2.59	98	3.47	5.00	"1,2,16,29"
Rodentia	Muridae	Golunda	ellioti	65.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.50	-999.00	"1,2"
Rodentia	Muridae	Grammomys	rutilans	53.00	0.83	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,18"
Rodentia	Muridae	Grammomys	dolichurus	43.70	0.80	4.20	0.82	-999.00	2.40	53	2.74	-999.00	"1,2,16"
Rodentia	Muridae	Grammomys	cometes	-999.00	-999.00	-999.00	0.75	-999.00	-999.00	-999	-999.00	3.00	1
Rodentia	Muridae	Graomys	griseoflavus	66.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	7.05	-999.00	"1,2"
Rodentia	Muridae	Hodomys	alleni	368.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	-999.00	"1,2"
Rodentia	Muridae	Holochilus	brasiliensis	155.00	0.94	5.00	0.75	-999.00	3.25	-999	3.00	-999.00	"1,2,16"
Rodentia	Muridae	Hybomys	univittatus	51.80	1.00	4.40	-999.00	-999.00	2.93	-999	2.50	-999.00	"1,16,23,25"
Rodentia	Muridae	Hydromys	chrysogaster	606.00	1.17	24.39	1.05	150.00	5.36	-999	3.80	2.12	"1,13,15,23"
Rodentia	Muridae	Hylomyscus	alleni	20.00	0.97	1.50	-999.00	-999.00	-999.00	-999	3.00	-999.00	"1,16"
Rodentia	Muridae	Hylomyscus	stella	16.70	0.97	1.49	-999.00	-999.00	1.27	-999	3.13	-999.00	"1,2,16"
Rodentia	Muridae	Hyomys	goliath	882.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,16"
Rodentia	Muridae	Hyperacrius	fertilis	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	2.50	1
Rodentia	Muridae	Hyperacrius	wynnei	52.60	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.67	2.50	"2,16"
Rodentia	Muridae	Hypogeomys	antimena	1250.00	4.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,2"
Rodentia	Muridae	Lagurus	lagurus	20.30	0.66	1.35	-999.00	5.75	1.24	-999	4.50	5.00	"1,16"
Rodentia	Muridae	Lasiopodomys	brandtii	-999.00	-999.00	1.90	-999.00	-999.00	2.00	-999	6.00	2.67	1
Rodentia	Muridae	Leggadina	lakedownensis	17.50	1.05	-999.00	1.00	-999.00	3.00	-999	3.00	-999.00	"1,2"
Rodentia	Muridae	Leggadina	forresti	20.00	-999.00	-999.00	1.00	-999.00	3.00	-999	3.50	-999.00	"1,2"
Rodentia	Muridae	Lemmiscus	curtatus	27.17	0.82	1.16	0.70	-999.00	1.89	-999	6.11	3.00	"1,2,6,11,23"
Rodentia	Muridae	Lemmus	lemmus	51.67	0.68	3.92	0.50	-999.00	1.29	24	5.12	2.50	"1,13,16,23"
Rodentia	Muridae	Lemmus	sibiricus	59.20	0.70	3.78	-999.00	27.00	1.86	-999	5.15	3.00	"1,16,26"
Rodentia	Muridae	Lemniscomys	griselda	59.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.25	-999.00	"1,16"
Rodentia	Muridae	Lemniscomys	striatus	42.30	0.83	1.70	1.00	15.00	5.51	30	4.54	2.00	"1,2,16,23,25"
Rodentia	Muridae	Leporillus	conditor	332.50	1.24	-999.00	1.17	-999.00	7.47	-999	2.17	-999.00	"1,2,15,23"
Rodentia	Muridae	Lophiomys	imhausi	755.00	-999.00	-999.00	1.33	-999.00	-999.00	90	2.00	-999.00	"1,2"
Rodentia	Muridae	Lophuromys	woosnami	-999.00	1.07	9.50	-999.00	-999.00	-999.00	-999	1.50	-999.00	"1,2"
Rodentia	Muridae	Lophuromys	luteogaster	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	-999.00	1
Rodentia	Muridae	Lophuromys	flavopunctatus	55.00	1.01	6.50	1.67	15.33	2.00	-999	2.31	-999.00	"1,2,16,25,27"
Rodentia	Muridae	Lophuromys	sikapusi	44.50	1.00	7.50	0.40	13.61	-999.00	-999	3.50	-999.00	"1,16,27"
Rodentia	Muridae	Macrotarsomys	bastardi	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.48	-999.00	"1,2"
Rodentia	Muridae	Malacothrix	typica	12.33	0.88	1.20	1.07	-999.00	2.12	-999	4.10	-999.00	"1,2,23"
Rodentia	Muridae	Mastomys	erythroleucus	37.77	0.70	-999.00	-999.00	22.50	4.50	-999	6.50	-999.00	"1,16"
Rodentia	Muridae	Mastomys	natalensis	44.97	0.77	2.07	0.69	13.28	2.77	-999	14.18	2.00	"1,2,16,23,25"
Rodentia	Muridae	Megadontomys	thomasi	111.00	-999.00	4.50	1.00	-999.00	-999.00	-999	2.70	-999.00	"1,16"
Rodentia	Muridae	Melomys	levipes	81.60	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.50	-999.00	"1,16"
Rodentia	Muridae	Melomys	rubex	45.90	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	-999.00	"1,16"
Rodentia	Muridae	Melomys	rufescens	57.40	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	-999.00	"1,16"
Rodentia	Muridae	Melomys	moncktoni	89.80	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	-999.00	"1,16"
Rodentia	Muridae	Melomys	leucogaster	96.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	-999.00	"1,16"
Rodentia	Muridae	Melomys	capensis	65.00	-999.00	6.50	-999.00	-999.00	-999.00	-999	2.00	-999.00	15
Rodentia	Muridae	Melomys	burtoni	62.00	-999.00	-999.00	0.75	30.50	-999.00	-999	2.40	-999.00	"1,15"
Rodentia	Muridae	Melomys	cervinipes	94.00	1.30	-999.00	1.08	17.50	6.42	-999	2.50	1.30	"1,15,23"
Rodentia	Muridae	Meriones	persicus	100.00	0.84	5.00	0.64	-999.00	-999.00	-999	4.33	-999.00	"1,29"
Rodentia	Muridae	Meriones	tristrami	105.00	0.85	3.00	-999.00	-999.00	-999.00	-999	4.60	-999.00	"1,13,16,29"
Rodentia	Muridae	Meriones	libycus	77.00	0.84	5.33	1.00	45.00	3.00	-999	4.97	-999.00	"1,16,29"
Rodentia	Muridae	Meriones	shawi	185.00	0.86	4.46	0.75	25.00	3.36	-999	5.41	-999.00	"1,16,29"
Rodentia	Muridae	Meriones	vinogradovi	150.00	0.72	3.00	-999.00	-999.00	-999.00	-999	7.00	-999.00	"1,16"
Rodentia	Muridae	Meriones	crassus	48.30	0.82	3.40	0.67	-999.00	3.00	67	3.83	2.00	"1,2,11,29"
Rodentia	Muridae	Meriones	tamariscinus	-999.00	-999.00	3.03	0.56	15.75	-999.00	-999	4.21	2.00	1
Rodentia	Muridae	Meriones	meridianus	53.00	0.77	-999.00	0.70	-999.00	-999.00	-999	5.56	3.00	"1,16"
Rodentia	Muridae	Meriones	hurrianae	70.00	0.97	3.50	0.82	20.50	3.61	-999	4.46	3.50	"1,2,7,23"
Rodentia	Muridae	Meriones	unguiculatus	53.20	0.84	2.90	0.87	14.95	2.64	24	4.89	3.84	"1,2,7,11,13,23,29"
Rodentia	Muridae	Mesembriomys	macrurus	268.50	1.57	-999.00	1.63	-999.00	-999.00	-999	2.00	-999.00	"1,2,15"
Rodentia	Muridae	Mesembriomys	gouldii	900.00	1.46	34.90	1.56	440.50	2.32	47	1.96	4.00	"1,2,7,23,29"
Rodentia	Muridae	Mesocricetus	brandti	197.50	0.50	-999.00	-999.00	-999.00	1.17	-999	6.49	-999.00	"1,2"
Rodentia	Muridae	Mesocricetus	raddei	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	2.00	1
Rodentia	Muridae	Mesocricetus	auratus	105.00	0.54	2.31	0.74	22.93	1.54	36	8.59	3.75	"1,2,13,23,29"
Rodentia	Muridae	Micromys	minutus	6.00	0.65	0.90	0.59	-999.00	1.41	60	5.15	2.60	"1,2,13,23,29"
Rodentia	Muridae	Microtus	lusitanicus	-999.00	0.67	1.70	-999.00	-999.00	1.25	-999	2.00	-999.00	1
Rodentia	Muridae	Microtus	transcaspicus	-999.00	-999.00	2.80	-999.00	-999.00	-999.00	-999	2.10	-999.00	1
Rodentia	Muridae	Microtus	duodecimcostatus	-999.00	-999.00	2.21	-999.00	-999.00	-999.00	33	2.53	-999.00	"1,2"
Rodentia	Muridae	Microtus	abbreviatus	50.00	0.70	3.45	0.50	-999.00	-999.00	-999	2.57	-999.00	"1,16,26"
Rodentia	Muridae	Microtus	mexicanus	35.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.72	-999.00	"1,2,16"
Rodentia	Muridae	Microtus	juldaschi	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.53	-999.00	1
Rodentia	Muridae	Microtus	breweri	54.00	0.73	3.50	0.50	-999.00	-999.00	-999	3.98	-999.00	"1,26"
Rodentia	Muridae	Microtus	montebelli	39.85	0.97	2.45	0.67	17.60	2.00	-999	4.30	-999.00	"1,16"
Rodentia	Muridae	Microtus	townsendii	54.80	0.75	-999.00	0.53	15.10	-999.00	-999	5.28	-999.00	"1,6,11"
Rodentia	Muridae	Microtus	miurus	39.50	0.70	2.60	-999.00	-999.00	-999.00	-999	5.96	-999.00	"1,2,18,26"
Rodentia	Muridae	Microtus	longicaudus	36.70	-999.00	-999.00	-999.00	-999.00	-999.00	14	5.22	1.90	"1,11,16"
Rodentia	Muridae	Microtus	chrotorrhinus	39.00	0.67	-999.00	-999.00	-999.00	-999.00	-999	3.56	2.00	"1,11"
Rodentia	Muridae	Microtus	canicaudus	35.30	0.73	2.43	0.60	13.98	1.83	-999	4.33	2.00	"1,6,11"
Rodentia	Muridae	Microtus	richardsoni	106.20	0.90	5.05	0.70	31.09	-999.00	-999	5.80	2.00	"1,2,6,11"
Rodentia	Muridae	Microtus	xanthognathus	141.50	-999.00	3.50	1.00	-999.00	-999.00	-999	8.25	2.00	"1,2,26"
Rodentia	Muridae	Microtus	pennsylvanicus	43.67	0.70	2.46	0.48	13.60	0.94	16	4.96	2.58	"1,7,11,13,23"
Rodentia	Muridae	Microtus	pinetorum	25.50	0.75	2.32	0.68	9.63	3.21	-999	2.89	2.74	"1,2,7,11,23"
Rodentia	Muridae	Microtus	gregalis	47.50	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	3.00	"1,16"
Rodentia	Muridae	Microtus	guentheri	51.60	0.70	3.00	0.59	15.00	6.17	47	5.96	3.33	"1,2,16"
Rodentia	Muridae	Microtus	oeconomus	93.33	0.71	2.43	0.71	15.90	0.94	21	5.76	3.38	"1,13,23,26"
Rodentia	Muridae	Microtus	agrestis	46.00	0.68	2.30	0.44	8.94	1.17	39	4.42	3.61	"1,13,23,29"
Rodentia	Muridae	Microtus	subterraneus	19.50	0.71	1.60	0.79	9.44	3.17	34	2.68	4.00	"1,13"
Rodentia	Muridae	Microtus	ochrogaster	40.00	0.74	3.02	0.67	16.68	1.56	35	3.80	4.00	"1,2,11,23,27"
Rodentia	Muridae	Microtus	oregoni	20.50	0.78	1.63	0.46	10.00	1.05	-999	3.28	4.40	"1,6,7,23,26"
Rodentia	Muridae	Microtus	montanus	49.50	0.70	3.05	0.54	9.33	0.82	-999	4.82	4.50	"1,6,14,23"
Rodentia	Muridae	Microtus	californicus	53.50	0.71	2.83	0.60	17.67	2.18	-999	4.54	4.83	"1,6,7,23,26"
Rodentia	Muridae	Microtus	socialis	48.00	0.65	2.10	-999.00	-999.00	1.10	-999	4.96	5.00	"1,16"
Rodentia	Muridae	Microtus	arvalis	27.50	0.69	1.85	0.58	8.87	1.57	36	5.11	5.50	"1,7,13,29"
Rodentia	Muridae	Microtus	fortis	63.00	-999.00	-999.00	-999.00	-999.00	3.75	-999	5.00	6.00	"1,16"
Rodentia	Muridae	Millardia	meltada	70.00	0.62	-999.00	-999.00	-999.00	2.96	-999	5.62	4.50	"1,2,23"
Rodentia	Muridae	Mus	caroli	11.25	0.69	1.20	-999.00	-999.00	-999.00	-999	-999.00	-999.00	"1,16"
Rodentia	Muridae	Mus	spretus	12.80	-999.00	-999.00	-999.00	-999.00	1.34	-999	-999.00	-999.00	"1,16"
Rodentia	Muridae	Mus	mayori	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.00	-999.00	1
Rodentia	Muridae	Mus	cervicolor	17.70	0.65	1.50	-999.00	-999.00	-999.00	-999	4.13	-999.00	"1,2,16"
Rodentia	Muridae	Mus	musculoides	6.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	4.50	-999.00	"1,16"
Rodentia	Muridae	Mus	platythrix	28.20	-999.00	-999.00	-999.00	-999.00	-999.00	-999	5.70	-999.00	"1,16"
Rodentia	Muridae	Mus	booduga	9.22	-999.00	-999.00	-999.00	-999.00	-999.00	-999	6.72	-999.00	"1,16"
Rodentia	Muridae	Mus	triton	12.45	0.67	1.30	0.92	4.50	1.67	-999	6.00	3.00	"1,16,27"
Rodentia	Muridae	Mus	minutoides	7.25	0.67	0.97	0.69	3.34	1.98	37	3.83	4.00	"1,2"
Rodentia	Muridae	Mus	musculus	20.50	0.69	1.25	0.72	8.95	2.37	72	6.07	4.57	"1,2,7,23,29"
Rodentia	Muridae	Myomys	fumatus	30.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.00	-999.00	"2,18"
Rodentia	Muridae	Myomys	derooi	32.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.50	-999.00	"2,18"
Rodentia	Muridae	Myomys	daltoni	33.50	0.97	1.50	-999.00	8.00	4.54	-999	5.64	-999.00	"1,2,18,23"
Rodentia	Muridae	Myopus	schisticolor	25.00	0.71	3.20	0.67	15.65	1.07	12	4.63	2.00	"1,2,13,23"
Rodentia	Muridae	Myospalax	myospalax	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.00	1.00	1
Rodentia	Muridae	Mystromys	albicaudatus	106.00	1.26	6.25	1.07	39.00	3.28	72	3.18	-999.00	"1,2,7,13,23,29"
Rodentia	Muridae	Nannospalax	leucodon	178.00	-999.00	5.00	1.50	-999.00	-999.00	-999	3.50	1.00	"1,16"
Rodentia	Muridae	Neacomys	tenuipes	19.00	-999.00	-999.00	-999.00	-999.00	1.00	-999	3.80	6.10	"1,16"
Rodentia	Muridae	Nectomys	squamipes	290.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	4.13	-999.00	"1,11"
Rodentia	Muridae	Nectomys	parvipes	257.50	-999.00	-999.00	-999.00	-999.00	-999.00	-999	4.50	-999.00	"3,4"
Rodentia	Muridae	Neofiber	alleni	269.00	0.93	11.08	0.75	-999.00	2.98	-999	2.34	4.53	"1,2,11,13,23"
Rodentia	Muridae	Neotoma	devia	96.70	1.20	10.00	0.70	-999.00	2.50	-999	2.10	-999.00	26
Rodentia	Muridae	Neotoma	fuscipes	233.58	1.02	12.10	0.88	-999.00	6.00	-999	2.65	1.17	"1,6,11,26,29"
Rodentia	Muridae	Neotoma	stephensi	142.00	1.03	10.60	1.31	35.00	9.50	-999	1.08	1.95	"1,11,14,16"
Rodentia	Muridae	Neotoma	cinerea	335.50	0.98	13.50	0.90	107.03	11.59	36	3.68	2.00	"1,7,11,23,29"
Rodentia	Muridae	Neotoma	phenax	227.50	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	2.00	"1,11"
Rodentia	Muridae	Neotoma	mexicana	203.00	1.09	10.40	-999.00	-999.00	2.00	-999	2.10	2.00	"1,16"
Rodentia	Muridae	Neotoma	albigula	198.00	1.19	11.35	0.96	78.15	5.00	92	2.15	2.00	"1,2,7,14,11,29"
Rodentia	Muridae	Neotoma	lepida	125.33	1.10	8.96	0.95	34.63	4.21	67	2.92	2.00	"1,2,7,11,14,23"
Rodentia	Muridae	Neotoma	micropus	236.33	1.14	11.70	0.87	35.60	4.48	40	2.51	2.40	"1,2,11,23"
Rodentia	Muridae	Neotoma	floridana	370.50	1.20	13.28	0.73	50.45	4.71	36	3.10	2.50	"1,2,7,13,23"
Rodentia	Muridae	Neotomodon	alstoni	50.00	0.91	3.40	-999.00	-999.00	3.99	-999	3.25	2.00	"1,2,23"
Rodentia	Muridae	Nesokia	indica	143.50	0.57	-999.00	-999.00	-999.00	-999.00	-999	4.09	-999.00	"1,2"
Rodentia	Muridae	Niviventer	niviventer	66.40	-999.00	3.75	-999.00	-999.00	-999.00	-999	-999.00	-999.00	"1,16"
Rodentia	Muridae	Notomys	cervinus	35.00	1.40	3.00	1.09	-999.00	5.30	-999	2.83	-999.00	"1,2,15,23"
Rodentia	Muridae	Notomys	fuscus	35.00	1.14	-999.00	1.00	-999.00	2.70	-999	2.90	-999.00	"1,2,15,23"
Rodentia	Muridae	Notomys	aquilo	39.00	1.75	-999.00	-999.00	-999.00	-999.00	-999	3.00	-999.00	15
Rodentia	Muridae	Notomys	mitchellii	52.00	1.21	-999.00	1.00	-999.00	2.40	-999	3.27	-999.00	"1,2,15,23"
Rodentia	Muridae	Notomys	alexis	35.00	1.16	2.83	0.98	12.50	2.50	62	3.89	-999.00	"1,2,15,23"
Rodentia	Muridae	Nyctomys	sumichrasti	53.33	1.09	5.20	0.70	40.00	-999.00	62	2.00	-999.00	"1,2,7,29"
Rodentia	Muridae	Ochrotomys	nuttalli	22.00	0.95	2.63	0.63	10.90	-999.00	101	2.55	-999.00	"1,2,7,26,29"
Rodentia	Muridae	Oecomys	concolor	60.67	-999.00	-999.00	-999.00	-999.00	3.00	-999	3.60	4.20	"1,2,4"
Rodentia	Muridae	Oenomys	hypoxanthus	85.50	-999.00	-999.00	1.00	30.00	3.83	-999	3.92	-999.00	"1,2"
Rodentia	Muridae	Oligoryzomys	nigripes	22.65	0.83	3.30	0.49	-999.00	1.93	-999	3.30	-999.00	"1,4"
Rodentia	Muridae	Oligoryzomys	flavescens	21.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.40	-999.00	"1,18"
Rodentia	Muridae	Oligoryzomys	longicaudatus	27.75	-999.00	-999.00	-999.00	-999.00	-999.00	-999	4.00	-999.00	4
Rodentia	Muridae	Ondatra	zibethicus	1135.80	0.91	21.92	0.84	152.10	4.96	120	6.28	2.68	"1,2,7,23,29"
Rodentia	Muridae	Onychomys	leucogaster	40.00	1.08	2.65	0.91	13.20	4.06	60	3.63	2.50	"1,2,7,14,13,23,29"
Rodentia	Muridae	Onychomys	torridus	19.00	0.97	2.32	0.69	9.35	2.10	55	3.58	2.60	"1,2,7,13,23"
Rodentia	Muridae	Oryzomys	subflavus	7.50	-999.00	-999.00	1.00	-999.00	-999.00	-999	4.80	-999.00	"1,16"
Rodentia	Muridae	Oryzomys	palustris	47.67	0.80	3.42	0.50	22.25	1.78	-999	3.77	5.50	"1,2,3,11,23"
Rodentia	Muridae	Oryzomys	capito	63.15	0.88	3.85	-999.00	-999.00	1.45	-999	3.33	5.93	"1,2,4,23,27"
Rodentia	Muridae	Otomys	sloggetti	121.00	1.27	11.40	0.60	27.50	2.75	-999	1.44	-999.00	"1,16"
Rodentia	Muridae	Otomys	typus	-999.00	-999.00	12.50	-999.00	-999.00	-999.00	-999	1.50	-999.00	1
Rodentia	Muridae	Otomys	denti	-999.00	-999.00	20.00	-999.00	-999.00	-999.00	-999	1.79	-999.00	1
Rodentia	Muridae	Otomys	angoniensis	150.95	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.92	-999.00	"1,2,11"
Rodentia	Muridae	Otomys	irroratus	146.85	1.30	14.50	0.42	30.00	2.70	22	1.78	4.25	"1,2,11,23"
Rodentia	Muridae	Ototylomys	phyllotis	101.00	1.81	10.20	1.08	-999.00	0.86	-999	2.30	-999.00	"1,2,23,29"
Rodentia	Muridae	Oxymycterus	rufus	85.50	-999.00	-999.00	0.47	-999.00	3.54	-999	3.02	-999.00	"2,4"
Rodentia	Muridae	Pachyuromys	duprasi	32.50	0.71	-999.00	0.97	-999.00	-999.00	53	4.06	-999.00	"1,2,13,29"
Rodentia	Muridae	Parotomys	brantsii	120.00	-999.00	-999.00	-999.00	-999.00	4.07	-999	-999.00	-999.00	23
Rodentia	Muridae	Pelomys	minor	50.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.50	-999.00	"1,18"
Rodentia	Muridae	Pelomys	fallax	118.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.67	-999.00	"1,16"
Rodentia	Muridae	Peromyscus	hooperi	36.00	1.12	2.62	0.76	10.07	2.30	-999	-999.00	-999.00	"1,18"
Rodentia	Muridae	Peromyscus	megalops	71.00	-999.00	3.90	0.74	16.00	1.57	-999	1.80	-999.00	"1,7"
Rodentia	Muridae	Peromyscus	melanocarpus	59.00	1.12	4.50	0.73	-999.00	-999.00	-999	1.90	-999.00	"1,2,11"
Rodentia	Muridae	Peromyscus	mexicanus	60.50	1.09	4.40	-999.00	-999.00	-999.00	-999	2.27	-999.00	"1,3,16"
Rodentia	Muridae	Peromyscus	interparietalis	-999.00	-999.00	2.74	0.62	-999.00	-999.00	-999	2.40	-999.00	1
Rodentia	Muridae	Peromyscus	perfulvus	40.00	1.44	3.00	-999.00	-999.00	-999.00	-999	2.60	-999.00	"1,18"
Rodentia	Muridae	Peromyscus	melanophrys	40.00	0.82	-999.00	1.05	-999.00	-999.00	-999	2.95	-999.00	"1,18"
Rodentia	Muridae	Peromyscus	pectoralis	31.50	0.77	-999.00	-999.00	-999.00	-999.00	-999	3.00	-999.00	26
Rodentia	Muridae	Peromyscus	gratus	26.90	0.87	-999.00	-999.00	-999.00	-999.00	-999	3.00	-999.00	26
Rodentia	Muridae	Peromyscus	boylii	28.70	0.82	2.20	0.88	-999.00	1.62	-999	3.19	-999.00	"1,16,23,26,27"
Rodentia	Muridae	Peromyscus	yucatanicus	26.30	1.03	2.50	-999.00	13.10	-999.00	-999	3.50	-999.00	"1,16,29"
Rodentia	Muridae	Peromyscus	gossypinus	29.00	0.83	2.20	0.81	13.69	1.68	-999	3.60	-999.00	"1,7,11,23,27"
Rodentia	Muridae	Peromyscus	difficilis	28.00	-999.00	-999.00	0.87	-999.00	-999.00	-999	3.90	-999.00	"1,16"
Rodentia	Muridae	Peromyscus	attwateri	30.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	4.00	-999.00	26
Rodentia	Muridae	Peromyscus	nasutus	28.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	5.00	-999.00	26
Rodentia	Muridae	Peromyscus	sitkensis	28.30	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	2.00	"1,16"
Rodentia	Muridae	Peromyscus	crinitus	16.33	0.82	2.20	0.87	13.87	3.77	-999	3.08	2.05	"1,6,7,14,23,29"
Rodentia	Muridae	Peromyscus	polionotus	14.00	0.79	1.63	0.76	6.77	0.99	-999	3.60	2.70	"1,2,7,23,26,27,29"
Rodentia	Muridae	Peromyscus	truei	27.00	0.99	2.32	0.85	10.50	1.18	-999	3.50	3.40	"1,6,7,11,23,29"
Rodentia	Muridae	Peromyscus	maniculatus	20.50	0.88	1.83	0.84	8.95	2.58	100	4.73	3.40	"1,2,7,8,23"
Rodentia	Muridae	Peromyscus	eremicus	25.00	0.85	2.33	0.82	-999.00	4.23	-999	2.63	3.50	"1,2,11,14,23,29"
Rodentia	Muridae	Peromyscus	leucopus	23.00	0.83	1.89	0.77	9.58	2.33	-999	4.42	3.90	"1,7,8,13,23,27,29"
Rodentia	Muridae	Peromyscus	californicus	42.00	0.97	4.46	0.98	18.65	1.50	-999	2.02	4.56	"1,7,11,23,26,29"
Rodentia	Muridae	Peromyscus	melanotis	39.60	0.84	1.67	-999.00	-999.00	-999.00	-999	4.26	7.50	"1,16"
Rodentia	Muridae	Petromyscus	collinus	21.00	-999.00	2.10	1.05	-999.00	-999.00	-999	2.56	1.00	"1,16"
Rodentia	Muridae	Phenacomys	ungava	27.00	0.75	2.40	0.68	10.00	1.25	48	4.90	-999.00	"7,26"
Rodentia	Muridae	Phenacomys	intermedius	33.00	0.71	2.18	0.63	15.28	1.21	48	4.58	2.30	"1,2,6,11,23"
Rodentia	Muridae	Phodopus	campbelli	23.40	-999.00	-999.00	-999.00	-999.00	1.50	-999	-999.00	3.50	2
Rodentia	Muridae	Phodopus	sungorus	23.40	0.65	1.77	0.65	14.80	3.95	38	5.00	3.50	"1,2,11,13"
Rodentia	Muridae	Phodopus	roborovskii	-999.00	0.70	1.45	0.63	18.10	8.00	-999	6.00	3.50	"1,2,11"
Rodentia	Muridae	Phyllotis	darwini	50.83	1.12	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999.00	"1,16"
Rodentia	Muridae	Pithecheir	parvus	104.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	-999.00	"1,16"
Rodentia	Muridae	Podomys	floridanus	31.25	0.77	2.40	0.84	11.50	-999.00	89	2.74	-999.00	"1,2,7,26"
Rodentia	Muridae	Pogonomelomys	sevia	60.90	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,2"
Rodentia	Muridae	Pogonomys	sylvestris	39.10	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.67	-999.00	"2,16"
Rodentia	Muridae	Pogonomys	loriae	95.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.67	-999.00	2
Rodentia	Muridae	Pogonomys	macrourus	45.10	-999.00	-999.00	-999.00	-999.00	-999.00	29	2.33	-999.00	"2,16"
Rodentia	Muridae	Praomys	jacksoni	40.00	1.18	-999.00	1.00	20.00	2.37	-999	3.20	-999.00	"1,16,23,25,27"
Rodentia	Muridae	Praomys	morio	21.00	1.04	2.70	0.94	-999.00	3.04	-999	3.33	-999.00	"1,16,23,25"
Rodentia	Muridae	Praomys	tullbergi	36.97	0.80	2.70	0.82	10.50	2.69	62	3.50	-999.00	"1,2,16"
Rodentia	Muridae	Praomys	delectorum	27.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	6.00	-999.00	"1,16"
Rodentia	Muridae	Psammomys	obesus	177.33	0.88	6.25	0.89	40.00	5.49	-999	3.53	-999.00	"1,13,23,27,29"
Rodentia	Muridae	Pseudomys	fuscus	148.00	1.28	7.25	1.29	-999.00	-999.00	-999	1.78	-999.00	"1,2,15"
Rodentia	Muridae	Pseudomys	oralis	95.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.50	-999.00	15
Rodentia	Muridae	Pseudomys	hermannsburgensis	12.00	1.06	-999.00	1.00	-999.00	2.51	-999	2.75	-999.00	"1,15,23"
Rodentia	Muridae	Pseudomys	pilligaensis	11.00	0.93	-999.00	-999.00	-999.00	-999.00	-999	3.00	-999.00	15
Rodentia	Muridae	Pseudomys	delicatulus	11.00	0.99	1.00	1.00	-999.00	-999.00	-999	3.00	-999.00	"1,15"
Rodentia	Muridae	Pseudomys	gracilicaudatus	63.00	0.90	4.35	0.94	24.00	-999.00	-999	3.00	-999.00	"1,15"
Rodentia	Muridae	Pseudomys	desertor	25.00	0.98	-999.00	0.84	-999.00	2.50	-999	3.00	-999.00	"1,15,23"
Rodentia	Muridae	Pseudomys	nanus	34.00	0.80	-999.00	0.77	-999.00	3.33	-999	3.00	-999.00	"1,15"
Rodentia	Muridae	Pseudomys	australis	65.00	1.02	4.00	0.87	12.50	3.59	67	3.15	-999.00	"1,2,15,23"
